category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,495,428,,City of Bath," Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously with the Roman baths. ",,1987,,0,,,-2.358611111,51.38138889,2900,(i)(ii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,497,429,Rev,New Lanark," New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism. "," <em>Criterion (ii):</em> When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen created a model for industrial communities that was to spread across the world in the 19th and 20th centuries. 
 <em>Criterion (iv):</em> New Lanark saw the construction not only of well designed and equipped workers&rsquo; housing but also public buildings designed to improve their spiritual as well as their physical needs. 
 <em>Criterion (vi):</em> The name of New Lanark is synonymous with that of Robert Owen and his social philosophy in matters such as progressive education, factory reform, humane working practices, international cooperation, and garden cities, which was to have a profound influence on social developments throughout the 19th century and beyond. ",2001,,0,,,-3.783055556,55.66333333,146,(ii)(iv)(vi),C,gb,gbr,0
Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,566,487,,Henderson Island," Henderson Island, which lies in the eastern South Pacific, is one of the few atolls in the world whose ecology has been practically untouched by a human presence. Its isolated location provides the ideal context for studying the dynamics of insular evolution and natural selection. It is particularly notable for the 10 plants and four land birds that are endemic to the island. ",,1988,,0,,,-128.3333333,-24.36666667,3700,(vii)(x),N,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,567,488,,Tower of London," The massive White Tower is a typical example of Norman military architecture, whose influence was felt throughout the kingdom. It was built on the Thames by William the Conqueror to protect London and assert his power. The Tower of London &ndash; an imposing fortress with many layers of history, which has become one of the symbols of royalty &ndash; was built around the White Tower. ",,1988,,0,,,-0.076111111,51.50805556,0,(ii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,578,496,,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church"," Canterbury, in Kent, has been the seat of the spiritual head of the Church of England for nearly five centuries. Canterbury's other important monuments are the modest Church of St Martin, the oldest church in England; the ruins of the Abbey of St Augustine, a reminder of the saint's evangelizing role in the Heptarchy from 597; and Christ Church Cathedral, a breathtaking mixture of Romanesque and Perpendicular Gothic, where Archbishop Thomas Becket was murdered in 1170. ",,1988,,0,,,1.083333333,51.28,18.17,(i)(ii)(vi),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2125,514,,Heart of Neolithic Orkney," The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, ceremonial and settlement sites. The group constitutes a major prehistoric cultural landscape which gives a graphic depiction of life in this remote archipelago in the far north of Scotland some 5,000 years ago. "," <em>Criteria (i), (ii), (iii), and (iv):</em> The monuments of Orkney, dating back to 3000-2000 BC, are outstanding testimony to the cultural achievements of the Neolithic peoples of northern Europe. ",1999,,0,,,-3.188666667,58.99605556,15,(i)(ii)(iii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,860,728,,Old and New Towns of Edinburgh," Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on European urban planning. The harmonious juxtaposition of these two contrasting historic areas, each with many important buildings, is what gives the city its unique character. ",,1995,,0,,,-3.216666667,55.95,0,(ii)(iv),C,gb,gbr,0
Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,874,740,Bis,Gough and Inaccessible Islands," The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island. ",,1995,2004,0,,,-9.928611111,-40.32472222,7900,(vii)(x),N,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,939,795,,Maritime Greenwich," The ensemble of buildings at Greenwich, an outlying district of London, and the park in which they are set, symbolize English artistic and scientific endeavour in the 17th and 18th centuries. The Queen's House (by Inigo Jones) was the first Palladian building in England, while the complex that was until recently the Royal Naval College was designed by Christopher Wren. The park, laid out on the basis of an original design by André Le Nôtre, contains the Old Royal Observatory, the work of Wren and the scientist Robert Hooke. "," The Committee decided to inscribe this property on the basis of cultural <em>criteria (i), (ii), (iv) and (vi)</em>, considering that the public and private buildings and the Royal Park at Greenwich form an exceptional ensemble that bears witness to human artistic and scientific endeavour of the highest quality, to European architecture at an important stage of its evolution, and to the creation of a landscape that integrates nature and culture in a harmonious whole. ",1997,,0,,,-0.003777778,51.48116667,109.5,(i)(ii)(iv)(vi),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1147,983,,"Historic Town of St George and Related Fortifications, Bermuda"," The Town of St George, founded in 1612, is an outstanding example of the earliest English urban settlement in the New World. Its associated fortifications graphically illustrate the development of English military engineering from the 17th to the 20th century, being adapted to take account of the development of artillery over this period. "," <em>Criterion (iv):</em> The Historic Town of St George with its related fortifications is an outstanding example of a continuously occupied, fortified, colonial town dating from the early 17th century and the oldest English town in the New World. ",2000,,0,,,-64.67777778,32.37944444,257.5,(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1148,984,,Blaenavon Industrial Landscape," The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community. "," <em>Criterion (iii):</em> The Blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of 19th century industry. 
 <em>Criterion (iv):</em> The components of the Blaenavon industrial landscape together make up an outstanding and remarkably complete example of a 19th century industrial landscape. ",2000,,0,,,-3.088055556,51.77638889,3290,(iii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1201,1028,,Saltaire," Saltaire, West Yorkshire, is a complete and well-preserved industrial village of the second half of the 19th century. Its textile mills, public buildings and workers' housing are built in a harmonious style of high architectural standards and the urban plan survives intact, giving a vivid impression of Victorian philanthropic paternalism. "," <em>Criterion (ii):</em> Saltaire is an outstanding and well preserved example of a mid 19th century industrial town, the layout of which was to exert a major influence on the development of the “garden city” movement. 
 <em>Criterion (iv):</em> The layout and architecture of Saltaire admirably reflect mid 19th century philanthropic paternalism, as well as the important role played by the textile industry in economic and social development. ",2001,,0,,,-1.788333333,53.83916667,20,(ii)(iv),C,gb,gbr,0
Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1202,1029,,Dorset and East Devon Coast," The cliff exposures along the Dorset and East Devon coast provide an almost continuous sequence of rock formations spanning the Mesozoic Era, or some 185 million years of the earth's history. The area's important fossil sites and classic coastal geomorphologic features have contributed to the study of earth sciences for over 300 years. "," <em>Criterion (viii):</em> The coastal exposures within the site provide an almost continuous sequence of Triassic, Jurassic and Cretaceous rock formations spanning the Mesozoic Era and document approximately 185 million years of Earth history. The site includes a range of internationally important fossil localities &ndash; both vertebrate and invertebrate, marine and terrestrial - which have produced well preserved and diverse evidence of life during Mesozoic times. ",2001,,0,,,-2.989888889,50.70555556,2550,(viii),N,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1203,1030,,Derwent Valley Mills," The Derwent Valley in central England contains a series of 18th- and 19th- century cotton mills and an industrial landscape of high historical and technological interest. The modern factory owes its origins to the mills at Cromford, where Richard Arkwright's inventions were first put into industrial-scale production. The workers' housing associated with this and the other mills remains intact and illustrate the socio-economic development of the area. "," <em>Criterion (ii):</em> The Derwent Valley saw the birth of the factory system, when new types of building were erected to house the new technology for spinning cotton developed by Richard Arkwright in the early 19th century. 
 <em>Criterion (iv):</em> In the Derwent Valley for the first time there was large-scale industrial production in a hitherto rural landscape. The need to provide housing and other facilities for workers and managers resulted in the creation of the first modern industrial towns. ",2001,,0,,,-1.488055556,53.02888889,1228.7,(ii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1262,1084,,"Royal Botanic Gardens, Kew"," This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been considerably enriched through the centuries. Since their creation in 1759, the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany. "," <em>Criterion (ii):</em> Since the 18th century, the Botanic Gardens of Kew have been closely associated with scientific and economic exchanges established throughout the world in the field of botany, and this is reflected in the richness of its collections. The landscape features and architectural features of the gardens reflect considerable artistic influences both with regard to the European continent and to more distant regions. 
 <em>Criterion (iii):</em> Kew Gardens have largely contributed to advances in many scientific disciplines, particularly botany and ecology. The landscape gardens and the edifices created by celebrated artists such as Charles Bridgeman, William Kent, Lancelot &lsquo;Capability&rsquo; Brown and William Chambers reflect the beginning of movements which were to have international influence. ",2003,,0,,,-0.294027778,51.48194444,132,(ii)(iii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1331,1150,,Liverpool – Maritime Mercantile City," Six areas in the historic centre and docklands of the maritime mercantile City of Liverpool bear witness to the development of one of the world&rsquo;s major trading centres in the 18th and 19th centuries. Liverpool played an important role in the growth of the British Empire and became the major port for the mass movement of people, e.g. slaves and emigrants from northern Europe to America. Liverpool was a pioneer in the development of modern dock technology, transport systems and port management. The listed sites feature a great number of significant commercial, civic and public buildings, including St George&rsquo;s Plateau. "," <em>Criterion (ii):</em> Liverpool was a major centre generating innovative technologies and methods in dock construction and port management in the 18th and 19th centuries. It thus contributed to the building up of the international mercantile systems throughout the British Commonwealth. 
 <em>Criterion (iii):</em> the city and the port of Liverpool are an exceptional testimony to the development of maritime mercantile culture in the 18th and 19th centuries, contributing to the building up of the British Empire. It was a centre for the slave trade, until its abolition in 1807, and to emigration from northern Europe to America. 
 <em>Criterion (iv):</em> Liverpool is an outstanding example of a world mercantile port city, which represents the early development of global trading and cultural connections throughout the British Empire. ",2004,,1,,Y 2012,-2.994444444,53.40666667,136,(ii)(iii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1392,1215,,Cornwall and West Devon Mining Landscape," Much of the landscape of Cornwall and West Devon was transformed in the 18th and early 19th centuries as a result of the rapid growth of pioneering copper and tin mining. Its deep underground mines, engine houses, foundries, new towns, smallholdings, ports and harbours, and their ancillary industries together reflect prolific innovation which, in the early 19th century, enabled the region to produce two-thirds of the world’s supply of copper. The substantial remains are a testimony to the contribution Cornwall and West Devon made to the Industrial Revolution in the rest of Britain and to the fundamental influence the area had on the mining world at large. Cornish technology embodied in engines, engine houses and mining equipment was exported around the world. Cornwall and West Devon were the heartland from which mining technology rapidly spread. ",,2006,,0,,,-5.383611111,50.13611111,19719,(ii)(iii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,1583,1303,,Pontcysyllte Aqueduct and Canal," Situated in north-eastern Wales, the 18 kilometre long Pontcysyllte Aqueduct and Canal is a feat of civil engineering of the Industrial Revolution, completed in the early years of the 19th century. Covering a difficult geographical setting, the building of the canal required substantial, bold civil engineering solutions, especially as it was built without using locks. The aqueduct is a pioneering masterpiece of engineering and monumental metal architecture, conceived by the celebrated civil engineer Thomas Telford. The use of both cast and wrought iron in the aqueduct enabled the construction of arches that were light and d strong, producing an overall effect that is both monumental and elegant. The property is inscribed as a masterpiece of creative genius, and as a remarkable synthesis of expertise already acquired in Europe. It is also recognized as an innovative ensemble that inspired many projects all over the world. ",,2009,,0,,,-3.087777778,52.97027778,105,(i)(ii)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2046,1485,,The Forth Bridge," This railway bridge, crossing the <span>Forth </span>estuary in Scotland, <span>had </span>the world’s <span>longest spans </span>(<span>541 m</span>) when <span>i</span>t opened in 1890<span>. It remains one of the greatest cantilever trussed </span>bridges and continues to carry passengers and freight. Its distinctive industrial aesthetic is the result of a forthright and unadorned display of its structural components. Innovative in style, materials and scale, the Forth Bridge <span>marks </span>an important milestone in bridge design and construction during the period when railways came to dominate long-distance land travel. ",,2015,,0,,,-3.388888889,56.00111111,7.5,(i)(iv),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2087,1500,,Gorham's Cave Complex," The steep limestone cliffs on the eastern side of the Rock of Gibraltar contain four caves with archaeological and paleontological deposits that provide evidence of Neanderthal occupation over a span of more than 100,000 years. This exceptional testimony to the cultural traditions of the Neanderthals is seen notably in evidence of the hunting of birds and marine animals for food, the use of feathers for ornamentation and the presence of abstract rock engravings. Scientific research on these sites has already contributed substantially to debates about Neanderthal and human evolution.  ",,2016,,0,,,-5.342061111,36.12266944,28,(iii),C,gb,gbr,0
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,2285,1594,,Jodrell Bank Observatory,"Located in a rural area of northwest England, free from radio interference, Jodrell Bank is one of the world's leading radio astronomy observatories. At the beginning of its use, in 1945, the site housed research on cosmic rays detected by radar echoes. This observatory, which is still in operation, includes several radio telescopes and working buildings, including engineering sheds and the Control Building. Jodrell Bank has had substantial scientific impact in fields such as the study of meteors and the moon, the discovery of quasars, quantum optics, and the tracking of spacecraft. This exceptional technological ensemble illustrates the transition from traditional optical astronomy to radio astronomy (1940s to 1960s), which led to radical changes in the understanding of the universe.",,2019,,0,,,-2.303861111,53.23391667,17.38,(i)(ii)(iv)(vi),C,gb,gbr,0
Mixed,United Republic of Tanzania,Africa,1639,39,Bis,Ngorongoro Conservation Area," The Ngorongoro Conservation Area spans vast expanses of highland plains, savanna, savanna woodlands and forests. Established in 1959 as a multiple land use area, with wildlife coexisting with semi-nomadic Maasai pastoralists practicing traditional livestock grazing, it includes the spectacular Ngorongoro Crater, the world’s largest caldera. The property has global importance for biodiversity conservation due to the presence of globally threatened species, the density of wildlife inhabiting the area, and the annual migration of wildebeest, zebra, gazelles and other animals into the northern plains. Extensive archaeological research has also yielded a long sequence of evidence of human evolution and human-environment dynamics, including early hominid footprints dating back 3.6 million years. ",,1979,2010,0,1989,P 1984-1989,35.54083,-3.18722,809440,(iv)(vii)(viii)(ix)(x),M,tz,tza,0
Cultural,United Republic of Tanzania,Africa,159,144,,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara," The remains of two great East African ports admired by early European explorers are situated on two small islands near the coast. From the 13th to the 16th century, the merchants of Kilwa dealt in gold, silver, pearls, perfumes, Arabian crockery, Persian earthenware and Chinese porcelain; much of the trade in the Indian Ocean thus passed through their hands. ",,1981,,0,2014,P 2004-2014,39.52278,-8.95778,0,(iii),C,tz,tza,0
Natural,United Republic of Tanzania,Africa,174,156,,Serengeti National Park," The vast plains of the Serengeti comprise 1.5 million ha of savannah. The annual migration to permanent water holes of vast herds of herbivores (wildebeest, gazelles and zebras), followed by their predators, is one of the most impressive natural events in the world. ",,1981,,0,,,34.56667,-2.33333,1476300,(vii)(x),N,tz,tza,0
Cultural,United Republic of Tanzania,Africa,192,173,Rev,Stone Town of Zanzibar," The Stone Town of Zanzibar is a fine example of the Swahili coastal trading towns of East Africa. It retains its urban fabric and townscape virtually intact and contains many fine buildings that reflect its particular culture, which has brought together and homogenized disparate elements of the cultures of Africa, the Arab region, India, and Europe over more than a millennium. "," <em>Criterion ii</em> : The Stone Town of Zanzibar is an outstanding material manifestation of cultural fusion and harmonization. 
 <em>Criterion iii</em> : For many centuries there was intense seaborne trading activity between Asia and Africa, and this is illustrated in an exceptional manner by the architecture and urban structure of the Stone Town. 
 <em>Criterion vi</em> : Zanzibar has great symbolic importance in the suppression of slavery, since it was one of the main slave-trading ports in East Africa and also the base from which its opponents such as David Livingstone conducted their campaign. ",2000,,0,,,39.18917,-6.16306,96,(ii)(iii)(vi),C,tz,tza,0
Natural,United Republic of Tanzania,Africa,1924,199,Bis,Selous Game Reserve," Large numbers of elephants, black rhinoceroses, cheetahs, giraffes, hippopotamuses and crocodiles live in this immense sanctuary, which measures 50,000 km<sup>2</sup> and is relatively undisturbed by human impact. The park has a variety of vegetation zones, ranging from dense thickets to open wooded grasslands. ",,1982,,1,,Y 2014,37.4,-9,5120000,(ix)(x),N,tz,tza,0
Natural,United Republic of Tanzania,Africa,466,403,,Kilimanjaro National Park," At 5,895 m, Kilimanjaro is the highest point in Africa. This volcanic massif stands in splendid isolation above the surrounding plains, with its snowy peak looming over the savannah. The mountain is encircled by mountain forest. Numerous mammals, many of them endangered species, live in the park. ",,1987,,0,,,37.36667,-3.06667,75575,(vii),N,tz,tza,0
Cultural,United Republic of Tanzania,Africa,1449,1183,rev,Kondoa Rock-Art Sites," On the eastern slopes of the Masai escarpment bordering the Great Rift Valley are natural rock shelters, overhanging slabs of sedimentary rocks fragmented by rift faults, whose vertical planes have been used for rock paintings for at least two millennia. The spectacular collection of images from over 150 shelters over 2,336 km<sup>2</sup> , many with high artistic value, displays sequences that provide a unique testimony to the changing socio-economic base of the area from hunter-gatherer to agro-pastoralist, and the beliefs and ideas associated with the different societies. Some of the shelters are still considered to have ritual associations with the people who live nearby, reflecting their beliefs, rituals and cosmological traditions. ",,2006,,0,,,35.83388889,-4.724444444,233600,(iii)(vi),C,tz,tza,0
Cultural,United States of America,Europe and North America,30,27,,Mesa Verde National Park," A great concentration of ancestral Pueblo Indian dwellings, built from the 6th to the 12th century, can be found on the Mesa Verde plateau in south-west Colorado at an altitude of more than 2,600 m. Some 4,400 sites have been recorded, including villages built on the Mesa top. There are also imposing cliff dwellings, built of stone and comprising more than 100 rooms. ",,1978,,0,,,-108.4855556,37.26166667,21043,(iii),C,us,usa,0
Natural,United States of America,Europe and North America,31,28,,Yellowstone National Park," The vast natural forest of Yellowstone National Park covers nearly 9,000 km<sup>2</sup> ; 96% of the park lies in Wyoming, 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features, with more than 10,000 examples. It also has the world's largest concentration of geysers (more than 300 geyers, or two thirds of all those on the planet). Established in 1872, Yellowstone is equally known for its wildlife, such as grizzly bears, wolves, bison and wapitis. ",,1978,,0,2003,P 1995-2003,-110.82778,44.46056,898349,(vii)(viii)(ix)(x),N,us,usa,0
Natural,United States of America,Europe and North America,81,75,,Grand Canyon National Park," Carved out by the Colorado River, the Grand Canyon (nearly 1,500 m deep) is the most spectacular gorge in the world. Located in the state of Arizona, it cuts across the Grand Canyon National Park. Its horizontal strata retrace the geological history of the past 2 billion years. There are also prehistoric traces of human adaptation to a particularly harsh environment. ",,1979,,0,,,-112.0905556,36.10083333,493270,(vii)(viii)(ix)(x),N,us,usa,0
Natural,United States of America,Europe and North America,82,76,,Everglades National Park," This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee. ",,1979,,1,2007,Y 2010 P 1993-2007,-80.99638889,25.55444444,567017,(viii)(ix)(x),N,us,usa,0
Cultural,United States of America,Europe and North America,84,78,,Independence Hall, The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to American history and have also had a profound impact on law-makers around the world. ,,1979,,0,,,-75.15,39.94861111,2,(vi),C,us,usa,0
Natural,United States of America,Europe and North America,147,134,,Redwood National and State Parks," Redwood National Park comprises a region of coastal mountains bordering the Pacific Ocean north of San Francisco. It is covered with a magnificent forest of coastal redwood trees, the tallest and most impressive trees in the world. The marine and land life are equally remarkable, in particular the sea lions, the bald eagle and the endangered California brown pelican. ",,1980,,0,,,-123.9980556,41.37388889,41571,(vii)(ix),N,us,usa,0
Natural,United States of America,Europe and North America,168,150,,Mammoth Cave National Park," Mammoth Cave National Park, located in the state of Kentucky, has the world's largest network of natural caves and underground passageways, which are characteristic examples of limestone formations. The park and its underground network of more than 560 surveyed km of passageways are home to a varied flora and fauna, including a number of endangered species. ",,1981,,0,,,-86.10305556,37.18722222,21191,(vii)(viii)(x),N,us,usa,0
Natural,United States of America,Europe and North America,169,151,,Olympic National Park," Located in the north-west of Washington State, Olympic National Park is renowned for the diversity of its ecosystems. Glacier-clad peaks interspersed with extensive alpine meadows are surrounded by an extensive old growth forest, among which is the best example of intact and protected temperate rainforest in the Pacific Northwest. Eleven major river systems drain the Olympic mountains, offering some of the best habitat for anadromous fish species in the country. The park also includes 100 km of wilderness coastline, the longest undeveloped coast in the contiguous United States, and is rich in native and endemic animal and plant species, including critical populations of the endangered northern spotted owl, marbled murrelet and bull trout. ",,1981,,0,,,-123.4488889,47.74833333,,(vii)(ix),N,us,usa,0
Cultural,United States of America,Europe and North America,2191,198,,Cahokia Mounds State Historic Site," Cahokia Mounds, some 13 km north-east of St Louis, Missouri, is the largest pre-Columbian settlement north of Mexico. It was occupied primarily during the Mississippian period (800–1400), when it covered nearly 1,600 ha and included some 120 mounds. It is a striking example of a complex chiefdom society, with many satellite mound centres and numerous outlying hamlets and villages. This agricultural society may have had a population of 10–20,000 at its peak between 1050 and 1150. Primary features at the site include Monks Mound, the largest prehistoric earthwork in the Americas, covering over 5 ha and standing 30 m high. ",,1982,,0,,,-90.06138889,38.65861111,541,(iii)(iv),C,us,usa,0
Natural,United States of America,Europe and North America,289,259,,Great Smoky Mountains National Park," Stretching over more than 200,000 ha, this exceptionally beautiful park is home to more than 3,500 plant species, including almost as many trees (130 natural species) as in all of Europe. Many endangered animal species are also found there, including what is probably the greatest variety of salamanders in the world. Since the park is relatively untouched, it gives an idea of temperate flora before the influence of humankind. ",,1983,,0,,,-83.43555556,35.59305556,209000,(vii)(viii)(ix)(x),N,us,usa,0
Cultural,United States of America,Europe and North America,2192,266,,La Fortaleza and San Juan National Historic Site in Puerto Rico," Between the <span>16th and 20th </span> centuries, a series of defensive structures was built at this strategic point in the Caribbean Sea to protect the city and the Bay of San Juan. They represent a fine display of European military architecture adapted to harbour sites on the American continent. ",,1983,,0,,,-66.125,18.46666667,33.39,(vi),C,us,usa,0
Cultural,United States of America,Europe and North America,346,307,,Statue of Liberty," Made in Paris by the French sculptor Bartholdi, in collaboration with Gustave Eiffel (who was responsible for the steel framework), this towering monument to liberty was a gift from France on the centenary of American independence. Inaugurated in 1886, the sculpture stands at the entrance to New York Harbour and has welcomed millions of immigrants to the United States ever since. ",,1984,,0,,,-74.04472222,40.68944444,5.95,(i)(vi),C,us,usa,0
Natural,United States of America,Europe and North America,347,308,,Yosemite National Park," Yosemite National Park lies in the heart of California. With its 'hanging' valleys, many waterfalls, cirque lakes, polished domes, moraines and U-shaped valleys, it provides an excellent overview of all kinds of granite relief fashioned by glaciation. At 600–4,000 m, a great variety of flora and fauna can also be found here. ",,1984,,0,,,-119.5966667,37.74611111,307934,(vii)(viii),N,us,usa,0
Cultural,United States of America,Europe and North America,405,353,rev,Chaco Culture," For over 2,000 years, Pueblo peoples occupied a vast region of the south-western United States. Chaco Canyon, a major centre of ancestral Pueblo culture between 850 and 1250, was a focus for ceremonials, trade and political activity for the prehistoric Four Corners area. Chaco is remarkable for its monumental public and ceremonial buildings and its distinctive architecture – it has an ancient urban ceremonial centre that is unlike anything constructed before or since. In addition to the Chaco Culture National Historical Park, the World Heritage property includes the Aztec Ruins National Monument and several smaller Chaco sites managed by the Bureau of Land Management. ",,1987,,0,,,-107.9708333,36.06377778,14261,(iii),C,us,usa,0
Natural,United States of America,Europe and North America,472,409,,Hawaii Volcanoes National Park," This site contains two of the most active volcanoes in the world, Mauna Loa (4,170 m high) and Kilauea (1,250 m high), both of which tower over the Pacific Ocean. Volcanic eruptions have created a constantly changing landscape, and the lava flows reveal surprising geological formations. Rare birds and endemic species can be found there, as well as forests of giant ferns. ",,1987,,0,,,-155.1236111,19.40083333,87940,(viii),N,us,usa,0
Cultural,United States of America,Europe and North America,2126,442,,Monticello and the University of Virginia in Charlottesville," Thomas Jefferson (1743–1826), author of the American Declaration of Independence and third president of the United States, was also a talented architect of neoclassical buildings. He designed Monticello (1769–1809), his plantation home, and his ideal 'academical village' (1817–26), which is still the heart of the University of Virginia. Jefferson's use of an architectural vocabulary based upon classical antiquity symbolizes both the aspirations of the new American republic as the inheritor of European tradition and the cultural experimentation that could be expected as the country matured. ",,1987,,0,,,-78.50388889,38.03277778,795.96,(i)(iv)(vi),C,us,usa,0
Cultural,United States of America,Europe and North America,573,492,rev,Taos Pueblo," Situated in the valley of a small tributary of the Rio Grande, this adobe settlement – consisting of dwellings and ceremonial buildings – represents the culture of the Pueblo Indians of Arizona and New Mexico. ",,1992,,0,,,-105.54167,36.43889,19.01,(iv),C,us,usa,0
Natural,United States of America,Europe and North America,852,721,,Carlsbad Caverns National Park," This karst landscape in the state of New Mexico comprises over 80 recognized caves. They are outstanding not only for their size but also for the profusion, diversity and beauty of their mineral formations. Lechuguilla Cave stands out from the others, providing an underground laboratory where geological and biological processes can be studied in a pristine setting. ",,1995,,0,,,-104.3833333,32.16666667,18926,(vii)(viii),N,us,usa,0
Mixed,United States of America,Europe and North America,1672,1326,,Papahānaumokuākea," Papahānaumokuākea is a vast and isolated linear cluster of small, low lying islands and atolls, with their surrounding ocean, roughly 250 km to the northwest of the main Hawaiian Archipelago and extending over some 1931 km. The area has deep cosmological and traditional significance for living Native Hawaiian culture, as an ancestral environment, as an embodiment of the Hawaiian concept of kinship between people and the natural world, and as the place where it is believed that life originates and to where the spirits return after death. On two of the islands, Nihoa and Makumanamana, there are archaeological remains relating to pre-European settlement and use. Much of the monument is made up of pelagic and deepwater habitats, with notable features such as seamounts and submerged banks, extensive coral reefs and lagoons. It is one of the largest marine protected areas (MPAs) in the world. ",,2010,,0,,,-170.14582,25.34907,36207499,(iii)(vi)(viii)(ix)(x),M,us,usa,0
Cultural,United States of America,Europe and North America,1978,1435,,Monumental Earthworks of Poverty Point," Monumental Earthworks of Poverty Point owes its name to a 19th-century plantation close to the site, which is in the Lower Mississippi Valley on a slightly elevated and narrow landform. The complex comprises five mounds, six concentric semi-elliptical ridges separated by shallow depressions and a central plaza. It was created and used for residential and ceremonial purposes by a society of hunter fisher-gatherers between 3700 and 3100 BP. It is a remarkable achievement in earthen construction in North America that was unsurpassed for at least 2,000 years. ",,2014,,0,,,-91.40638889,32.63694444,163,(iii),C,us,usa,0
Cultural,United States of America,Europe and North America,2027,1466,,San Antonio Missions," The site encompasses a group of five frontier mission complexes situated along a stretch of the San Antonio River basin in southern Texas, as well as a ranch located 37 kilometres to the south. It includes architectural and archaeological structures, farmlands, residencies, churches and granaries, as well as water distribution systems. The complexes were built by Franciscan missionaries in the 18<sup>th</sup> century and illustrate the Spanish Crown’s efforts to colonize, evangelize and defend the northern frontier of New Spain. The San Antonio Missions are also an example of the interweaving of Spanish and Coahuiltecan cultures, illustrated by a variety of features, including the decorative elements of churches, which combine Catholic symbols with indigenous designs inspired by nature. ",,2015,,0,,,-98.46,29.32805556,300.8,(ii),C,us,usa,0
